"top_num","top_name","top_brand","top_hashtag","top_starrating","top_imgUrl","top_rank","top_hearts_count"
"2286723","오버핏 롱 슬리브 에이피 스튜디오 긴팔 티셔츠_화이트","ASTRAL PROJECTION","#롱슬리브티#긴팔티셔츠#긴팔티#쭉티#레이어드#레이어드티#롱슬리브","","https://image.msscdn.net/images/goods_img/20211230/2286723/2286723_1_500.jpg","15118","37"
"996498","베이식 크루 넥 반팔 티셔츠 [블랙]","MUSINSA STANDARD","#기본티#라운드넥#면티셔츠#무지티#반팔티#MU-T#홈웨어컬렉션","4.8","https://image.msscdn.net/images/goods_img/20190327/996498/996498_3_500.jpg","15118","6788"
"1437373","코마코튼 오버핏 크루넥 반팔티 8 COLOR","KNITTED","#기능성반팔#루즈핏반팔티#무지반팔#반팔#반팔티#오버핏반팔#티셔츠","4.7","https://image.msscdn.net/images/goods_img/20200508/1437373/1437373_4_500.jpg","15118","695"
"947078","후디드 스웨트셔츠 [멜란지 그레이]","MUSINSA STANDARD","#기본#베이직#스웨트셋업#스웨트컬렉션#이지웨어#트레이닝복#단독후디#홈웨어컬렉션#무탠픽업","4.7","https://image.msscdn.net/images/goods_img/20190201/947078/947078_3_500.jpg","15118","7372"
"2460040","VARSITY REVERSIBLE SLEEVELESS SWEATSHIRT [NAVY]","5252BYOIOI","","","https://image.msscdn.net/images/goods_img/20220331/2460040/2460040_2_500.jpg","15118","44"
"1853718","에브리싱 윌비 오케이 후디_차콜","ASTRAL PROJECTION","#오버사이즈#오버핏후드#후드티셔츠#후드#오버핏후드티#오버핏#후디","5","https://image.msscdn.net/images/goods_img/20210319/1853718/1853718_1_500.jpg","15118","117"
"1563621","C 로고 맨투맨 블랙","COVERNAT","#맨투맨#맨투맨추천#크루넥#C로고#로고#오버핏맨투맨#루즈핏맨투맨#스웨트특가","4.8","https://image.msscdn.net/images/goods_img/20200826/1563621/1563621_2_500.jpg","15118","21466"
"1771295","STAND FOR BALANCE LONG SLEEVE TEE-GREY","AECA WHITE","","4.5","https://image.msscdn.net/images/goods_img/20210201/1771295/1771295_1_500.jpg","15118","27"
"282220","제이윈 덤블 기모후드 그레이(KHHD0748)","JEMUT","#기모#기모후드#풀오버#후드#후드티#덤블","4.8","https://image.msscdn.net/images/goods_img/20151119/282220/282220_17_500.jpg","15118","10971"
"2351743","오버사이즈 헨리넥 셔츠 (블랙)","VETEZE","#긴팔티셔츠#레이어드룩#쭉티#티셔츠#롱슬리브#긴팔","","https://image.msscdn.net/images/goods_img/20220210/2351743/2351743_2_500.jpg","15118","32"
"2351742","오버사이즈 헨리넥 셔츠 (화이트)","VETEZE","#긴팔티셔츠#레이어드룩#쭉티#티셔츠#롱슬리브#긴팔","","https://image.msscdn.net/images/goods_img/20220210/2351742/2351742_2_500.jpg","15118","22"
"1178379","코듀로이 오버사이즈 셔츠 재킷 [블랙]","MUSINSA STANDARD","#가을셔츠#겨울셔츠#골덴자켓#루즈핏#오버핏#코듀로이컬렉션#긴팔셔츠#코듀로이#무탠픽업","4.7","https://image.msscdn.net/images/goods_img/20191007/1178379/1178379_2_500.jpg","15118","3038"
"2411192","쿨탠다드 베이식 크루 넥 반팔 티셔츠 [크림]","MUSINSA STANDARD","#베이직티#레귤러핏#쿨탠다드#MU-T#기본티셔츠#라운드넥#기능성#아스킨","4.9","https://image.msscdn.net/images/goods_img/20220311/2411192/2411192_1_500.jpg","15118","937"
